수도권 구분,시군구,구분,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,,,,,,,,,,,,,,,,,,,,,
비수도권,대전광역시 서구,전체 인구,"476,893","485,363","496,217","500,551","508,552","509,225","505,600","501,935","499,172","499,297","499,742","499,124","496,513","498,917","496,132","490,859","491,011","487,448","484,663","481,222","477,880","473,365",,,,,,,,,,,,,,,,,,,,,
비수도권,대전광역시 유성구,노인인구 비율,5.124,5.26,5.287,5.459,5.675,5.715,5.736,6.003,6.11,6.216,6.282,6.351,6.497,6.727,6.907,7.203,7.422,7.87,8.353,8.925,9.587,10.266,,,,,,,,,,,,,,,,,,,,,
비수도권,대전광역시 유성구,전체 인구,"157,638","171,732","187,346","193,974","203,478","220,767","243,130","250,523","259,831","266,585","281,692","294,353","306,312","313,968","327,461","335,312","343,222","348,428","349,790","349,373","351,047","351,277",,,,,,,,,,,,,,,,,,,,,
비수도권,대전광역시 중구,노인인구 비율,6.688,6.981,7.359,7.731,8.188,8.55,9.14,9.777,10.248,10.814,11.265,11.723,12.374,13.017,13.866,14.632,15.235,16.211,17.03,18.151,19.402,20.468,,,,,,,,,,,,,,,,,,,,,
비수도권,대전광역시 중구,전체 인구,"267,014","268,306","265,597","268,351","265,962","266,635","263,592","265,430","264,678","264,035","265,846","265,502","264,125","264,913","261,165","256,186","252,490","248,933","244,421","240,473","235,550","230,341",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 강서구,노인인구 비율,9.881,10.401,10.978,11.667,12.458,13.119,13.916,14.838,15.281,14.187,14.013,14.133,14.512,14.236,13.305,12.08,11.338,11.25,11.459,11.718,12.057,12.486,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 강서구,전체 인구,"62,137","60,457","58,288","56,415","54,711","53,808","53,169","51,819","52,156","60,372","62,594","64,733","65,806","69,873","79,619","94,608","108,909","117,382","122,957","129,566","137,957","142,918",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 금정구,노인인구 비율,5.94,6.294,6.71,7.16,7.674,8.274,8.903,9.667,10.311,10.955,11.443,12.03,12.734,13.567,14.444,15.303,16.14,17.185,18.268,19.51,21.026,22.101,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 금정구,전체 인구,"292,187","285,760","278,511","274,696","271,046","264,880","263,338","258,934","256,398","252,039","255,419","254,720","255,692","253,526","249,856","246,026","244,624","244,469","242,956","239,062","232,666","228,049",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 기장군,노인인구 비율,9.224,9.487,9.924,10.424,11.002,11.557,12.077,12.761,13.239,13.09,12.693,12.854,13.192,12.734,12.727,12.913,13.282,14.011,14.587,15.389,15.894,16.574,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 기장군,전체 인구,"74,324","76,166","76,384","77,632","79,788","80,104","79,334","79,565","81,159","89,384","102,557","108,095","114,566","132,507","144,748","153,093","158,527","161,651","164,864","164,716","174,545","177,125",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 남구,노인인구 비율,6.018,6.387,6.786,7.186,7.718,8.323,8.971,9.788,10.423,11.089,11.656,12.272,13.169,13.896,14.771,15.581,16.421,17.514,17.916,18.842,20.131,21.134,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 남구,전체 인구,"299,518","302,642","305,375","307,287","304,481","302,257","297,893","296,666","298,314","297,963","298,458","295,121","291,175","291,770","286,989","283,101","278,779","273,854","279,917","274,480","267,731","262,069",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 동구,노인인구 비율,8.488,9.164,9.835,10.459,11.293,12.294,13.257,14.36,15.188,16.017,16.644,17.244,18.26,19.512,20.613,21.663,22.637,23.716,24.631,25.245,26.3,27.099,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 동구,전체 인구,"127,138","124,303","121,043","117,617","114,204","109,879","106,890","104,881","102,764","101,153","101,514","100,420","98,529","96,011","94,565","92,069","89,826","88,868","86,912","88,165","88,901","87,679",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 동래구,노인인구 비율,5.712,6.073,6.458,6.859,7.351,7.886,8.394,8.968,9.527,10.12,10.623,11.083,11.885,12.705,13.424,14.088,14.794,15.771,16.605,17.277,18.441,19.421,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 동래구,전체 인구,"300,081","295,361","290,396","282,056","279,366","276,095","279,528","284,901","282,673","281,644","282,779","283,742","278,767","276,689","275,971","272,837","272,745","270,727","266,515","271,247","270,745","266,866",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 부산진구,노인인구 비율,6.366,6.827,7.272,7.781,8.383,8.828,9.478,10.207,10.793,11.402,11.997,12.423,13.132,13.91,14.657,15.352,16.079,16.933,17.827,18.759,19.7,20.483,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 부산진구,전체 인구,"430,373","426,518","420,645","410,603","405,534","410,610","405,775","402,359","400,516","395,689","395,826","395,044","392,731","389,765","387,378","381,572","376,526","371,703","362,357","357,880","359,886","353,159",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 북구,노인인구 비율,4.597,4.923,5.177,5.524,5.932,6.319,6.848,7.434,7.885,8.397,8.781,9.242,9.706,10.4,11.094,11.74,12.418,13.535,14.523,15.769,17.363,18.54,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 북구,전체 인구,"307,238","311,481","320,976","326,710","333,316","335,699","330,446","325,302","318,859","314,227","312,218","307,988","312,937","309,719","306,974","310,484","310,202","302,924","296,952","291,132","283,952","283,211",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 사상구,노인인구 비율,4.157,4.412,4.799,5.17,5.653,6.048,6.604,7.239,7.753,8.278,8.608,9.074,9.781,10.605,11.406,12.276,13.128,14.272,15.359,16.694,18.282,19.625,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 사상구,전체 인구,"301,127","300,309","294,090","287,938","282,097","277,481","271,484","265,512","260,897","255,274","257,843","254,413","250,424","246,797","242,953","237,711","232,800","229,219","223,361","218,094","212,586","208,298",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 사하구,노인인구 비율,5.192,5.506,5.824,6.191,6.609,7.002,7.517,8.107,8.562,9.039,9.51,10.025,10.702,11.46,12.293,13.141,13.98,15.08,16.109,17.434,19.108,20.352,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 사하구,전체 인구,"388,020","383,864","378,236","375,283","374,248","371,909","366,865","364,693","365,368","359,800","358,730","355,443","352,726","349,110","343,371","337,781","334,603","333,301","327,791","321,004","311,757","306,003",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 서구,노인인구 비율,8.229,8.743,9.284,9.932,10.585,11.377,12.216,13.223,14.169,14.976,15.703,16.392,17.527,18.471,19.39,20.28,21.161,22.23,22.803,24.087,25.289,26.177,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 서구,전체 인구,"154,753","151,874","148,020","144,305","142,460","139,607","136,226","132,803","129,385","125,785","126,040","123,718","120,828","118,783","118,115","115,963","112,973","110,039","110,534","108,229","108,135","105,164",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 수영구,노인인구 비율,6.605,7.119,7.563,8.01,8.502,9.104,9.738,10.543,11.202,12.001,12.468,13.169,14.09,15.074,15.837,16.516,17.193,18.123,19.169,20.245,21.261,22.257,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 수영구,전체 인구,"184,743","181,075","177,881","177,119","180,576","178,684","177,814","178,253","177,140","177,292","178,267","176,691","176,666","175,098","178,480","179,795","179,324","179,996","176,246","176,148","176,894","175,095",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 연제구,노인인구 비율,5.951,6.278,6.646,7.072,7.633,8.187,8.776,9.52,10.102,10.724,11.179,11.662,12.458,13.376,14.132,14.732,15.358,16.252,17.093,18.095,19.371,20.427,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 연제구,전체 인구,"223,344","226,267","228,268","225,473","221,853","217,763","214,809","212,658","212,810","210,390","212,696","213,326","211,536","209,290","208,012","210,718","207,268","206,742","207,840","209,395","209,157","207,144",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 영도구,노인인구 비율,7.078,7.66,8.233,8.84,9.666,10.429,11.302,12.372,13.233,14.091,14.889,15.766,16.931,18.131,19.407,20.419,21.519,22.905,24.205,25.804,27.777,28.906,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 영도구,전체 인구,"184,488","179,841","174,678","170,355","166,054","162,961","158,780","155,273","152,118","148,139","146,798","143,205","139,765","135,816","132,102","129,385","126,362","123,521","120,109","116,711","113,342","110,638",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 중구,노인인구 비율,8.614,9.145,9.659,10.298,11.001,11.839,12.662,13.703,14.419,15.123,16.124,16.869,17.799,18.693,19.586,20.67,21.456,22.801,24.255,25.636,27.25,27.653,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 중구,전체 인구,"58,193","57,056","55,671","54,371","53,179","51,957","50,766","50,004","49,565","48,905","49,442","48,686","48,148","47,345","46,737","45,816","45,208","44,218","42,795","41,910","41,523","40,524",,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 해운대구,노인인구 비율,5.449,5.835,6.255,6.67,7.16,7.587,7.987,8.558,8.958,9.424,9.89,10.314,10.898,11.598,12.271,12.901,13.541,14.549,15.348,16.306,17.482,18.491,,,,,,,,,,,,,,,,,,,,,
비수도권,부산광역시 해운대구,전체 인구,"408,842","407,562","401,663","403,585","403,432","404,599","418,875","423,816","424,455","424,974","426,729","425,618","428,188","425,536","423,531","422,818","419,853","412,039","409,347","406,102","402,169","396,438",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강남구,노인인구 비율,4.904,5.03,5.168,5.356,5.618,5.841,6.125,6.583,6.944,7.276,7.735,8.315,8.899,9.457,9.91,10.441,10.901,11.677,12.345,13.004,13.901,14.648,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강남구,전체 인구,"550,343","540,640","535,138","528,977","531,517","540,909","556,964","560,958","557,832","562,138","570,095","565,710","564,197","563,599","578,114","576,495","567,115","556,164","542,364","545,169","539,231","533,042",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강동구,노인인구 비율,4.631,4.818,5.039,5.339,5.649,5.926,6.313,6.778,7.159,7.524,8.013,8.516,9.192,9.873,10.526,11.304,11.96,12.856,13.721,14.526,15.197,15.982,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강동구,전체 인구,"496,549","489,241","481,470","477,230","471,145","464,059","461,760","464,546","469,024","484,745","491,871","495,138","487,905","483,379","476,597","458,658","444,168","436,223","427,573","436,067","459,970","462,664",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강북구,노인인구 비율,5.842,6.23,6.599,7.089,7.677,8.35,9.091,10.024,10.674,11.359,12.017,12.593,13.448,14.309,15.15,15.868,16.493,17.393,18.205,19.262,20.552,21.465,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강북구,전체 인구,"351,995","351,404","361,896","360,663","360,525","353,260","348,990","345,478","342,274","340,367","346,520","345,054","343,157","338,707","335,025","330,873","327,195","324,479","319,164","313,954","308,055","299,182",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강서구,노인인구 비율,5.157,5.352,5.577,5.867,6.212,6.517,6.935,7.469,7.881,8.278,8.742,9.164,9.806,10.426,10.957,11.508,11.904,12.605,13.309,14.167,15.294,16.078,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 강서구,전체 인구,"521,231","521,489","528,321","537,003","541,671","553,660","554,945","560,424","576,848","572,836","574,127","569,072","567,431","569,070","585,160","589,074","595,485","601,691","596,949","591,796","580,185","574,315",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 관악구,노인인구 비율,4.807,5.059,5.38,5.757,6.164,6.599,7.101,7.78,8.267,8.837,9.474,10.016,10.752,11.454,12.13,12.69,13.152,13.854,14.322,14.955,15.843,16.342,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 관악구,전체 인구,"524,404","527,764","522,207","522,456","530,156","530,020","535,217","535,571","534,556","529,869","531,434","526,397","523,029","518,028","513,186","509,663","506,851","503,297","501,957","500,094","495,060","485,699",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 광진구,노인인구 비율,4.616,4.832,5.026,5.367,5.765,6.181,6.598,7.122,7.553,8.016,8.532,8.985,9.571,10.141,10.68,11.157,11.559,12.242,12.778,13.571,14.512,15.133,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 광진구,전체 인구,"391,309","388,109","386,511","384,929","380,537","375,613","374,442","376,572","375,482","373,998","375,463","371,936","371,313","368,927","363,354","360,369","357,215","357,703","355,559","351,350","346,682","339,996",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 구로구,노인인구 비율,4.646,4.951,5.243,5.633,6.035,6.484,6.938,7.604,8.156,8.644,9.163,9.697,10.427,11.146,11.886,12.591,13.21,14.173,15.106,15.967,17.112,18.007,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 구로구,전체 인구,"403,097","415,330","413,363","412,845","416,828","416,405","419,832","420,542","420,795","421,967","423,736","427,468","427,520","424,964","425,831","422,092","417,551","410,742","404,497","406,664","404,408","396,754",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 금천구,노인인구 비율,4.511,4.842,5.188,5.573,6.065,6.574,7.16,7.941,8.482,9.043,9.656,10.171,10.883,11.596,12.263,13.012,13.584,14.391,15.114,15.977,16.965,17.522,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 금천구,전체 인구,"266,431","260,476","261,413","261,224","259,633","256,902","253,243","249,108","247,320","244,835","245,195","243,438","243,288","241,020","238,463","236,284","235,386","235,154","233,917","232,810","231,733","230,811",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 노원구,노인인구 비율,5.499,5.745,6.08,6.442,6.836,7.216,7.651,8.198,8.575,8.949,9.322,9.7,10.24,10.793,11.4,11.981,12.477,13.38,14.167,15.172,16.332,17.276,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 노원구,전체 인구,"632,634","646,905","641,652","631,931","628,184","622,003","618,093","616,753","615,981","610,616","611,230","603,930","597,189","590,479","582,552","574,583","567,581","554,403","543,752","532,905","523,037","510,956",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 도봉구,노인인구 비율,5.303,5.621,5.97,6.365,6.85,7.329,8.001,8.703,9.273,9.787,10.368,10.882,11.657,12.392,13.129,13.823,14.493,15.529,16.477,17.598,19.065,20.202,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 도봉구,전체 인구,"370,976","371,259","371,911","376,599","381,939","381,529","377,534","375,975","373,936","369,733","368,298","365,573","362,270","358,582","353,709","351,242","348,220","344,166","339,413","333,362","325,257","317,366",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 동대문구,노인인구 비율,6.175,6.57,6.928,7.349,7.869,8.411,9.027,9.785,10.337,10.898,11.594,12.101,12.835,13.427,13.956,14.53,15.011,15.841,16.374,17.092,17.971,18.378,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 동대문구,전체 인구,"380,444","381,799","381,841","382,875","379,404","381,110","378,860","376,421","370,250","362,146","366,786","365,486","363,258","364,273","363,687","360,153","355,069","350,647","348,052","346,194","342,837","337,400",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 동작구,노인인구 비율,5.784,6.15,6.499,6.873,7.322,7.773,8.304,9.006,9.48,9.978,10.521,10.994,11.593,12.138,12.798,13.335,13.729,14.404,14.958,15.657,16.596,17.204,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 동작구,전체 인구,"415,892","406,116","403,047","410,360","410,945","410,481","408,582","405,967","400,866","397,920","402,709","401,408","405,491","410,815","407,470","400,641","400,997","396,217","396,203","395,963","391,220","385,483",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 마포구,노인인구 비율,6.232,6.583,6.926,7.255,7.663,8.072,8.517,9.136,9.476,9.902,10.523,10.885,11.446,11.918,12.219,12.472,12.651,13.165,13.476,13.93,14.521,14.701,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 마포구,전체 인구,"387,308","379,141","375,417","379,451","383,457","388,164","390,583","392,650","385,119","384,013","391,865","389,493","384,644","381,856","385,439","387,643","379,892","374,915","375,077","374,035","371,890","368,905",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 서대문구,노인인구 비율,6.43,6.841,7.262,7.748,8.387,8.983,9.559,10.33,10.866,11.379,12.085,12.622,13.251,13.858,14.493,14.871,15.055,15.632,16.127,16.692,17.22,17.657,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 서대문구,전체 인구,"367,380","366,228","362,614","355,753","352,071","349,163","349,020","348,575","331,688","327,451","324,541","314,852","315,113","314,110","310,376","312,141","314,194","312,800","310,313","309,397","312,173","304,819",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 서초구,노인인구 비율,5.059,5.233,5.436,5.654,5.955,6.262,6.612,7.12,7.582,7.973,8.518,8.98,9.574,10.085,10.529,11.006,11.383,12.042,12.597,13.239,14.13,14.692,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 서초구,전체 인구,"397,869","393,849","389,256","394,757","400,868","401,736","408,266","405,969","406,320","425,481","434,720","433,564","435,044","441,763","449,678","446,764","447,192","441,102","433,951","430,826","425,126","412,279",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 성동구,노인인구 비율,5.621,5.96,6.301,6.695,7.175,7.632,8.149,8.837,9.319,9.782,10.349,10.861,11.367,11.791,12.349,12.803,13.079,13.501,13.831,14.556,15.477,16.155,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 성동구,전체 인구,"340,790","341,375","340,773","339,368","339,113","337,744","334,437","333,535","314,212","308,058","309,093","300,711","299,604","299,337","296,086","297,003","299,259","304,808","308,221","300,889","293,556","285,990",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 성북구,노인인구 비율,6.395,6.807,7.158,7.483,7.993,8.353,8.792,9.454,9.942,10.344,10.863,11.353,12.037,12.664,13.269,13.746,14.184,14.89,15.52,15.972,16.839,17.315,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 성북구,전체 인구,"460,862","450,602","443,809","453,057","451,122","462,879","472,843","469,973","473,357","476,028","488,932","485,171","481,857","476,589","466,706","459,275","450,355","444,055","435,868","442,650","437,153","430,528",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 송파구,노인인구 비율,4.631,4.848,5.007,5.253,5.534,5.801,6.167,6.664,6.981,7.316,7.735,8.108,8.667,9.215,9.762,10.321,10.781,11.504,12.182,12.897,13.969,14.81,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 송파구,전체 인구,"663,177","655,483","647,037","619,514","604,293","605,840","607,005","623,876","668,962","681,476","685,279","682,209","673,115","668,415","664,738","660,302","657,831","664,496","666,635","675,961","667,960","658,338",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 양천구,노인인구 비율,4.757,4.971,5.139,5.369,5.674,5.947,6.271,6.707,7.042,7.373,7.793,8.197,8.75,9.318,9.886,10.377,10.876,11.702,12.482,13.346,14.428,15.31,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 양천구,전체 인구,"486,781","484,345","484,518","486,962","495,098","499,755","501,717","503,650","502,343","501,395","500,001","500,210","495,911","492,528","486,221","484,532","477,739","471,154","464,185","458,165","454,251","447,302",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 영등포구,노인인구 비율,5.354,5.708,6.083,6.527,7.022,7.508,8.052,8.694,9.213,9.712,10.344,10.873,11.603,12.228,12.864,13.432,13.811,14.462,14.929,15.491,15.986,16.266,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 영등포구,전체 인구,"406,510","406,860","408,753","403,327","406,261","408,386","408,698","408,178","408,099","405,798","406,833","397,443","391,408","386,471","382,352","378,504","370,613","368,550","367,778","367,678","379,480","376,837",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 용산구,노인인구 비율,7.54,7.942,8.457,8.997,9.505,9.971,10.399,10.909,11.271,11.683,12.567,12.829,13.479,14.088,14.652,15.15,15.439,15.922,16.25,16.769,17.292,17.292,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 용산구,전체 인구,"240,087","241,033","234,653","231,871","230,107","230,260","232,035","235,832","238,224","238,708","244,853","246,501","243,232","239,740","235,951","233,342","230,241","229,161","228,999","228,670","230,040","222,953",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 은평구,노인인구 비율,5.812,6.197,6.559,6.953,7.473,8.003,8.62,9.426,9.999,10.479,10.991,11.443,12.094,12.744,13.409,13.98,14.508,15.284,15.99,16.784,17.717,18.389,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 은평구,전체 인구,"469,417","467,719","470,205","474,778","478,087","470,751","464,580","459,196","458,401","465,895","488,109","493,634","501,480","503,660","498,644","497,920","491,476","486,794","483,197","480,032","479,835","473,307",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 종로구,노인인구 비율,7.774,8.189,8.475,8.942,9.535,10.089,10.677,11.433,11.67,12.185,13.08,13.541,14.364,14.902,15.527,15.97,16.335,16.819,17.36,18.057,18.952,19.082,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 종로구,전체 인구,"186,378","184,225","181,231","177,519","174,372","169,315","166,793","165,846","170,705","168,603","170,578","168,382","165,207","160,070","156,993","154,986","152,737","154,770","153,065","151,290","149,384","144,683",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 중구,노인인구 비율,7.534,7.824,8.319,8.827,9.418,9.906,10.464,11.262,11.604,12.173,13.036,13.46,14.015,14.68,15.414,15.971,16.278,16.823,17.3,18.209,19.302,19.622,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 중구,전체 인구,"141,010","143,016","138,134","134,548","131,971","130,027","130,649","130,044","130,362","129,465","132,822","133,193","133,360","130,465","128,065","125,733","125,249","125,709","125,725","126,171","125,240","122,499",,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 중랑구,노인인구 비율,4.901,5.233,5.535,5.91,6.395,6.871,7.491,8.161,8.655,9.194,9.78,10.308,11.067,11.741,12.396,13.051,13.587,14.499,15.314,16.389,17.568,18.474,,,,,,,,,,,,,,,,,,,,,
수도권,서울특별시 중랑구,전체 인구,"458,440","448,928","442,125","436,089","433,858","427,373","426,078","427,071","427,871","424,761","427,455","423,706","419,295","416,798","418,836","413,909","411,005","408,226","403,209","397,015","394,702","387,350",,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 남구,노인인구 비율,3.242,3.356,3.545,3.77,4.059,4.35,4.64,5.002,5.303,5.604,5.886,6.198,6.62,7.118,7.596,8.136,8.629,9.429,10.221,11.216,12.239,13.202,,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 남구,전체 인구,"335,409","344,011","347,695","347,485","347,323","347,162","345,769","342,675","343,922","343,740","344,131","343,504","346,836","349,064","347,759","343,598","340,714","335,439","330,732","323,819","320,064","313,819",,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 동구,노인인구 비율,2.737,2.921,3.041,3.271,3.535,3.784,4.021,4.386,4.747,5.061,5.448,5.763,6.147,6.566,7.073,7.648,8.234,9.24,10.194,11.393,12.726,13.898,,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 동구,전체 인구,"186,944","185,951","186,641","186,135","185,383","184,599","185,954","181,844","176,431","173,841","170,764","172,172","175,479","178,468","176,668","174,963","174,514","169,605","164,642","159,656","156,806","154,096",,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 북구,노인인구 비율,3.832,3.984,4.181,4.31,4.489,4.634,4.87,5.085,5.102,5.188,5.252,5.37,5.605,5.859,6.102,6.395,6.649,7.001,7.258,7.552,8.23,9.019,,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 북구,전체 인구,"121,073","122,480","124,515","131,775","139,165","146,117","148,772","155,642","166,469","171,674","177,488","182,504","184,088","185,695","188,733","191,063","195,285","200,718","206,434","217,796","219,014","218,735",,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 울주군,노인인구 비율,7.404,7.538,7.88,8.185,8.607,9,9.309,9.65,9.682,9.862,9.921,10.069,10.36,10.805,11.048,11.406,11.827,12.426,13.047,13.705,14.821,15.907,,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 울주군,전체 인구,"164,761","170,265","171,321","173,843","174,350","174,353","177,103","183,261","191,687","195,399","201,000","204,680","207,840","208,646","214,392","219,429","219,255","220,718","221,842","223,167","222,538","222,059",,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 중구,노인인구 비율,4.004,4.291,4.538,4.901,5.312,5.628,6.03,6.534,6.98,7.412,7.719,8.1,8.642,9.177,9.687,10.071,10.754,11.671,12.676,13.876,15.272,16.47,,,,,,,,,,,,,,,,,,,,,
비수도권,울산광역시 중구,전체 인구,"232,038","232,911","234,865","233,629","235,232","235,417","234,896","236,573","233,898","230,212","232,915","232,634","233,013","234,607","238,825","244,481","242,536","238,652","231,973","223,581","217,595","212,883",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 강화군,노인인구 비율,15.75,16.599,17.552,18.401,19.14,19.853,20.803,21.781,22.466,23.213,23.858,24.827,26.011,26.975,27.915,28.534,28.819,29.745,30.696,31.66,32.981,34.079,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 강화군,전체 인구,"67,100","66,860","65,698","65,044","65,114","65,389","65,510","66,466","67,387","67,049","67,104","66,779","66,752","66,735","67,118","67,667","68,010","68,754","68,896","69,178","69,203","69,693",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 계양구,노인인구 비율,3.964,4.188,4.361,4.606,4.808,5.053,5.335,5.726,6.019,6.235,6.487,6.777,7.213,7.626,8.096,8.558,9.011,9.799,10.592,11.547,12.788,13.811,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 계양구,전체 인구,"337,077","339,696","341,074","340,175","337,103","335,435","342,335","342,564","342,299","344,039","347,810","344,299","342,202","343,806","339,538","334,332","330,284","323,784","312,680","303,471","296,750","295,696",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 남동구,노인인구 비율,4.726,4.948,5.258,5.567,5.91,6.241,6.594,6.823,7.127,7.373,7.69,7.985,8.413,8.854,9.308,9.742,10.162,10.889,11.588,12.469,13.604,14.593,0.222,0.310,0.309,0.343,0.331,0.353,0.229,0.304,0.246,0.317,0.295,0.428,0.441,0.454,0.434,0.420,0.727,0.699,0.881,1.135,0.989
수도권,인천광역시 남동구,전체 인구,"407,845","407,615","403,574","392,478","384,244","379,310","390,044","425,217","450,054","463,414","473,423","495,469","503,597","507,021","514,656","531,395","530,982","536,578","537,161","532,704","525,354","518,272",,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 동구,노인인구 비율,8.695,9.106,9.5,9.487,10.033,10.505,11.16,11.991,12.329,12.678,13.042,13.689,14.664,15.535,16.367,17.176,17.798,18.95,20.011,21.344,23.109,23.859,,,,,,,,,,,,,,,,,,,,,
수도권,인천광역시 동구,전체 인구,"76,057","75,788","74,747","80,966","81,243","78,128","75,699","74,087","74,866","77,308","79,663","78,692","76,720","75,093","73,978","72,571","71,014","69,487","66,233","64,427","62,542","61,486",,,,,,,,,,,,,,,,,,,,,
